unique_id,y_predicted
uniqueid_3990-Tanzania,No
uniqueid_3991-Tanzania,No
uniqueid_3992-Tanzania,No
uniqueid_3993-Tanzania,No
uniqueid_3994-Tanzania,No
uniqueid_3995-Tanzania,No
uniqueid_3996-Tanzania,No
uniqueid_3997-Tanzania,No
uniqueid_3998-Tanzania,No
uniqueid_3999-Tanzania,No
uniqueid_4000-Tanzania,Yes
uniqueid_4001-Tanzania,No
uniqueid_4002-Tanzania,No
uniqueid_4003-Tanzania,No
uniqueid_4004-Tanzania,No
uniqueid_4005-Tanzania,No
uniqueid_4006-Tanzania,No
uniqueid_4007-Tanzania,No
uniqueid_4008-Tanzania,No
uniqueid_4009-Tanzania,No
uniqueid_4010-Tanzania,No
uniqueid_4011-Tanzania,No
uniqueid_4012-Tanzania,No
uniqueid_4013-Tanzania,No
uniqueid_4014-Tanzania,No
uniqueid_4015-Tanzania,No
uniqueid_4016-Tanzania,No
uniqueid_4017-Tanzania,No
uniqueid_4018-Tanzania,No
uniqueid_4019-Tanzania,No
uniqueid_4020-Tanzania,No
uniqueid_4021-Tanzania,No
uniqueid_4022-Tanzania,No
uniqueid_4023-Tanzania,No
uniqueid_4024-Tanzania,No
uniqueid_4025-Tanzania,No
uniqueid_4026-Tanzania,No
uniqueid_4027-Tanzania,No
uniqueid_4028-Tanzania,No
uniqueid_4029-Tanzania,No
uniqueid_4030-Tanzania,No
uniqueid_4031-Tanzania,No
uniqueid_4032-Tanzania,Yes
uniqueid_4033-Tanzania,No
uniqueid_4034-Tanzania,No
uniqueid_4035-Tanzania,No
uniqueid_4036-Tanzania,No
uniqueid_4037-Tanzania,Yes
uniqueid_4038-Tanzania,No
uniqueid_4039-Tanzania,No
uniqueid_4040-Tanzania,No
uniqueid_4041-Tanzania,No
uniqueid_4042-Tanzania,No
uniqueid_4043-Tanzania,No
uniqueid_4044-Tanzania,No
uniqueid_4045-Tanzania,No
uniqueid_4046-Tanzania,No
uniqueid_4047-Tanzania,Yes
uniqueid_4048-Tanzania,No
uniqueid_4049-Tanzania,No
uniqueid_4050-Tanzania,No
uniqueid_4051-Tanzania,No
uniqueid_4052-Tanzania,No
uniqueid_4053-Tanzania,Yes
uniqueid_4054-Tanzania,No
uniqueid_4055-Tanzania,No
uniqueid_4056-Tanzania,No
uniqueid_4057-Tanzania,No
uniqueid_4058-Tanzania,No
uniqueid_4059-Tanzania,No
uniqueid_4060-Tanzania,No
uniqueid_4061-Tanzania,No
uniqueid_4062-Tanzania,No
uniqueid_4063-Tanzania,No
uniqueid_4064-Tanzania,Yes
uniqueid_4065-Tanzania,No
uniqueid_4066-Tanzania,No
uniqueid_4067-Tanzania,No
uniqueid_4068-Tanzania,No
uniqueid_4069-Tanzania,No
uniqueid_4070-Tanzania,No
uniqueid_4071-Tanzania,No
uniqueid_4072-Tanzania,No
uniqueid_4073-Tanzania,No
uniqueid_4074-Tanzania,No
uniqueid_4075-Tanzania,No
uniqueid_4076-Tanzania,No
uniqueid_4077-Tanzania,No
uniqueid_4078-Tanzania,No
uniqueid_4079-Tanzania,No
uniqueid_4080-Tanzania,No
uniqueid_4081-Tanzania,Yes
uniqueid_4082-Tanzania,No
uniqueid_4083-Tanzania,No
uniqueid_4084-Tanzania,No
uniqueid_4085-Tanzania,No
uniqueid_4086-Tanzania,No
uniqueid_4087-Tanzania,No
uniqueid_4088-Tanzania,No
uniqueid_4089-Tanzania,No
uniqueid_4090-Tanzania,No
uniqueid_4091-Tanzania,No
uniqueid_4092-Tanzania,No
uniqueid_4093-Tanzania,No
uniqueid_4094-Tanzania,No
uniqueid_4095-Tanzania,No
uniqueid_4096-Tanzania,No
uniqueid_4097-Tanzania,No
uniqueid_4098-Tanzania,No
uniqueid_4099-Tanzania,No
uniqueid_4100-Tanzania,No
uniqueid_4101-Tanzania,Yes
uniqueid_4102-Tanzania,No
uniqueid_4103-Tanzania,No
uniqueid_4104-Tanzania,No
uniqueid_4105-Tanzania,Yes
uniqueid_4106-Tanzania,Yes
uniqueid_4107-Tanzania,No
uniqueid_4108-Tanzania,No
uniqueid_4109-Tanzania,No
uniqueid_4110-Tanzania,No
uniqueid_4111-Tanzania,No
uniqueid_4112-Tanzania,No
uniqueid_4113-Tanzania,No
uniqueid_4114-Tanzania,No
uniqueid_4115-Tanzania,No
uniqueid_4116-Tanzania,No
uniqueid_4117-Tanzania,No
uniqueid_4118-Tanzania,No
uniqueid_4119-Tanzania,No
uniqueid_4120-Tanzania,No
uniqueid_4121-Tanzania,No
uniqueid_4122-Tanzania,No
uniqueid_4123-Tanzania,No
uniqueid_4124-Tanzania,No
uniqueid_4125-Tanzania,No
uniqueid_4126-Tanzania,Yes
uniqueid_4127-Tanzania,No
uniqueid_4128-Tanzania,No
uniqueid_4129-Tanzania,No
uniqueid_4130-Tanzania,No
uniqueid_4131-Tanzania,Yes
uniqueid_4132-Tanzania,No
uniqueid_4133-Tanzania,No
uniqueid_4134-Tanzania,No
uniqueid_4135-Tanzania,No
uniqueid_4136-Tanzania,No
uniqueid_4137-Tanzania,No
uniqueid_4138-Tanzania,No
uniqueid_4139-Tanzania,No
uniqueid_4140-Tanzania,No
uniqueid_4141-Tanzania,No
uniqueid_4142-Tanzania,Yes
uniqueid_4143-Tanzania,No
uniqueid_4144-Tanzania,No
uniqueid_4145-Tanzania,No
uniqueid_4146-Tanzania,No
uniqueid_4147-Tanzania,No
uniqueid_4148-Tanzania,Yes
uniqueid_4149-Tanzania,No
uniqueid_4150-Tanzania,No
uniqueid_4151-Tanzania,No
uniqueid_4152-Tanzania,No
uniqueid_4153-Tanzania,No
uniqueid_4154-Tanzania,No
uniqueid_4155-Tanzania,No
uniqueid_4156-Tanzania,No
uniqueid_4157-Tanzania,No
uniqueid_4158-Tanzania,No
uniqueid_4159-Tanzania,No
uniqueid_4160-Tanzania,No
uniqueid_4161-Tanzania,Yes
uniqueid_4162-Tanzania,No
uniqueid_4163-Tanzania,No
uniqueid_4164-Tanzania,No
uniqueid_4165-Tanzania,No
uniqueid_4166-Tanzania,No
uniqueid_4167-Tanzania,No
uniqueid_4168-Tanzania,No
uniqueid_4169-Tanzania,No
uniqueid_4170-Tanzania,No
uniqueid_4171-Tanzania,No
uniqueid_4172-Tanzania,No
uniqueid_4173-Tanzania,No
uniqueid_4174-Tanzania,No
uniqueid_4175-Tanzania,No
uniqueid_4176-Tanzania,No
uniqueid_4177-Tanzania,No
uniqueid_4178-Tanzania,No
uniqueid_4179-Tanzania,No
uniqueid_4180-Tanzania,No
uniqueid_4181-Tanzania,No
uniqueid_4182-Tanzania,No
uniqueid_4183-Tanzania,No
uniqueid_4184-Tanzania,No
uniqueid_4185-Tanzania,No
uniqueid_4186-Tanzania,No
uniqueid_4187-Tanzania,No
uniqueid_4188-Tanzania,No
uniqueid_4189-Tanzania,No
uniqueid_4190-Tanzania,No
uniqueid_4191-Tanzania,No
uniqueid_4192-Tanzania,No
uniqueid_4193-Tanzania,No
uniqueid_4194-Tanzania,No
uniqueid_4195-Tanzania,No
uniqueid_4196-Tanzania,No
uniqueid_4197-Tanzania,No
uniqueid_4198-Tanzania,No
uniqueid_4199-Tanzania,No
uniqueid_4200-Tanzania,No
uniqueid_4201-Tanzania,No
uniqueid_4202-Tanzania,No
uniqueid_4203-Tanzania,Yes
uniqueid_4204-Tanzania,No
uniqueid_4205-Tanzania,No
uniqueid_4206-Tanzania,No
uniqueid_4207-Tanzania,No
uniqueid_4208-Tanzania,No
uniqueid_4209-Tanzania,No
uniqueid_4210-Tanzania,No
uniqueid_4211-Tanzania,No
uniqueid_4212-Tanzania,No
uniqueid_4213-Tanzania,No
uniqueid_4214-Tanzania,No
uniqueid_4215-Tanzania,Yes
uniqueid_4216-Tanzania,No
uniqueid_4217-Tanzania,No
uniqueid_4218-Tanzania,No
uniqueid_4219-Tanzania,No
uniqueid_4220-Tanzania,No
uniqueid_4221-Tanzania,No
uniqueid_4222-Tanzania,Yes
uniqueid_4223-Tanzania,No
uniqueid_4224-Tanzania,No
uniqueid_4225-Tanzania,No
uniqueid_4226-Tanzania,No
uniqueid_4227-Tanzania,No
uniqueid_4228-Tanzania,No
uniqueid_4229-Tanzania,No
uniqueid_4230-Tanzania,No
uniqueid_4231-Tanzania,No
uniqueid_4232-Tanzania,No
uniqueid_4233-Tanzania,No
uniqueid_4234-Tanzania,No
uniqueid_4235-Tanzania,No
uniqueid_4236-Tanzania,No
uniqueid_4237-Tanzania,No
uniqueid_4238-Tanzania,No
uniqueid_4239-Tanzania,No
uniqueid_4240-Tanzania,No
uniqueid_4241-Tanzania,No
uniqueid_4242-Tanzania,No
uniqueid_4243-Tanzania,No
uniqueid_4244-Tanzania,No
uniqueid_4245-Tanzania,Yes
uniqueid_4246-Tanzania,No
uniqueid_4247-Tanzania,No
uniqueid_4248-Tanzania,Yes
uniqueid_4249-Tanzania,No
uniqueid_4250-Tanzania,No
uniqueid_4251-Tanzania,Yes
uniqueid_4252-Tanzania,No
uniqueid_4253-Tanzania,No
uniqueid_4254-Tanzania,No
uniqueid_4255-Tanzania,No
uniqueid_4256-Tanzania,No
uniqueid_4257-Tanzania,No
uniqueid_4258-Tanzania,No
uniqueid_4259-Tanzania,No
uniqueid_4260-Tanzania,Yes
uniqueid_4261-Tanzania,No
uniqueid_4262-Tanzania,No
uniqueid_4263-Tanzania,No
uniqueid_4264-Tanzania,No
uniqueid_4265-Tanzania,No
uniqueid_4266-Tanzania,No
uniqueid_4267-Tanzania,No
uniqueid_4268-Tanzania,No
uniqueid_4269-Tanzania,No
uniqueid_4270-Tanzania,No
uniqueid_4271-Tanzania,No
uniqueid_4272-Tanzania,No
uniqueid_4273-Tanzania,No
uniqueid_4274-Tanzania,No
uniqueid_4275-Tanzania,Yes
uniqueid_4276-Tanzania,No
uniqueid_4277-Tanzania,No
uniqueid_4278-Tanzania,No
uniqueid_4279-Tanzania,No
uniqueid_4280-Tanzania,No
uniqueid_4281-Tanzania,No
uniqueid_4282-Tanzania,No
uniqueid_4283-Tanzania,No
uniqueid_4284-Tanzania,No
uniqueid_4285-Tanzania,Yes
uniqueid_4286-Tanzania,No
uniqueid_4287-Tanzania,No
uniqueid_4288-Tanzania,No
uniqueid_4289-Tanzania,No
uniqueid_4290-Tanzania,Yes
uniqueid_4291-Tanzania,No
uniqueid_4292-Tanzania,No
uniqueid_4293-Tanzania,No
uniqueid_4294-Tanzania,No
uniqueid_4295-Tanzania,No
uniqueid_4296-Tanzania,No
uniqueid_4297-Tanzania,No
uniqueid_4298-Tanzania,No
uniqueid_4299-Tanzania,No
uniqueid_4300-Tanzania,No
uniqueid_4301-Tanzania,No
uniqueid_4302-Tanzania,No
uniqueid_4303-Tanzania,Yes
uniqueid_4304-Tanzania,No
uniqueid_4305-Tanzania,No
uniqueid_4306-Tanzania,Yes
uniqueid_4307-Tanzania,No
uniqueid_4308-Tanzania,No
uniqueid_4309-Tanzania,No
uniqueid_4310-Tanzania,No
uniqueid_4311-Tanzania,No
uniqueid_4312-Tanzania,No
uniqueid_4313-Tanzania,No
uniqueid_4314-Tanzania,No
uniqueid_4315-Tanzania,No
uniqueid_4316-Tanzania,No
uniqueid_4317-Tanzania,No
uniqueid_4318-Tanzania,No
uniqueid_4319-Tanzania,No
uniqueid_4320-Tanzania,No
uniqueid_4321-Tanzania,No
uniqueid_4322-Tanzania,No
uniqueid_4323-Tanzania,No
uniqueid_4324-Tanzania,No
uniqueid_4325-Tanzania,No
uniqueid_4326-Tanzania,No
uniqueid_4327-Tanzania,No
uniqueid_4328-Tanzania,No
uniqueid_4329-Tanzania,No
uniqueid_4330-Tanzania,No
uniqueid_4331-Tanzania,No
uniqueid_4332-Tanzania,No
uniqueid_4333-Tanzania,No
uniqueid_4334-Tanzania,No
uniqueid_4335-Tanzania,Yes
uniqueid_4336-Tanzania,No
uniqueid_4337-Tanzania,No
uniqueid_4338-Tanzania,No
uniqueid_4339-Tanzania,No
uniqueid_4340-Tanzania,No
uniqueid_4341-Tanzania,No
uniqueid_4342-Tanzania,No
uniqueid_4343-Tanzania,No
uniqueid_4344-Tanzania,No
uniqueid_4345-Tanzania,No
uniqueid_4346-Tanzania,No
uniqueid_4347-Tanzania,No
uniqueid_4348-Tanzania,No
uniqueid_4349-Tanzania,No
uniqueid_4350-Tanzania,No
uniqueid_4351-Tanzania,No
uniqueid_4352-Tanzania,No
uniqueid_4353-Tanzania,No
uniqueid_4354-Tanzania,No
uniqueid_4355-Tanzania,No
uniqueid_4356-Tanzania,No
uniqueid_4357-Tanzania,No
uniqueid_4358-Tanzania,No
uniqueid_4359-Tanzania,No
uniqueid_4360-Tanzania,No
uniqueid_4361-Tanzania,No
uniqueid_4362-Tanzania,No
uniqueid_4363-Tanzania,No
uniqueid_4364-Tanzania,No
uniqueid_4365-Tanzania,No
uniqueid_4366-Tanzania,No
uniqueid_4367-Tanzania,No
uniqueid_4368-Tanzania,No
uniqueid_4369-Tanzania,No
uniqueid_4370-Tanzania,No
uniqueid_4371-Tanzania,No
uniqueid_4372-Tanzania,No
uniqueid_4373-Tanzania,No
uniqueid_4374-Tanzania,No
uniqueid_4375-Tanzania,No
uniqueid_4376-Tanzania,No
uniqueid_4377-Tanzania,No
uniqueid_4378-Tanzania,No
uniqueid_4379-Tanzania,No
uniqueid_4380-Tanzania,No
uniqueid_4381-Tanzania,No
uniqueid_4382-Tanzania,No
uniqueid_4383-Tanzania,No
uniqueid_4384-Tanzania,No
uniqueid_4385-Tanzania,No
uniqueid_4386-Tanzania,No
uniqueid_4387-Tanzania,No
uniqueid_4388-Tanzania,No
uniqueid_4389-Tanzania,No
uniqueid_4390-Tanzania,No
uniqueid_4391-Tanzania,No
uniqueid_4392-Tanzania,No
uniqueid_4393-Tanzania,No
uniqueid_4394-Tanzania,No
uniqueid_4395-Tanzania,No
uniqueid_4396-Tanzania,No
uniqueid_4397-Tanzania,No
uniqueid_4398-Tanzania,No
uniqueid_4399-Tanzania,No
uniqueid_4400-Tanzania,No
uniqueid_4401-Tanzania,No
uniqueid_4402-Tanzania,No
uniqueid_4403-Tanzania,No
uniqueid_4404-Tanzania,No
uniqueid_4405-Tanzania,No
uniqueid_4406-Tanzania,No
uniqueid_4407-Tanzania,No
uniqueid_4408-Tanzania,No
uniqueid_4409-Tanzania,No
uniqueid_4410-Tanzania,No
uniqueid_4411-Tanzania,No
uniqueid_4412-Tanzania,No
uniqueid_4413-Tanzania,No
uniqueid_4414-Tanzania,No
uniqueid_4415-Tanzania,No
uniqueid_4416-Tanzania,No
uniqueid_4417-Tanzania,No
uniqueid_4418-Tanzania,Yes
uniqueid_4419-Tanzania,No
uniqueid_4420-Tanzania,No
uniqueid_4421-Tanzania,Yes
uniqueid_4422-Tanzania,No
uniqueid_4423-Tanzania,No
uniqueid_4424-Tanzania,No
uniqueid_4425-Tanzania,No
uniqueid_4426-Tanzania,No
uniqueid_4427-Tanzania,No
uniqueid_4428-Tanzania,No
uniqueid_4429-Tanzania,No
uniqueid_4430-Tanzania,No
uniqueid_4431-Tanzania,No
uniqueid_4432-Tanzania,No
uniqueid_4433-Tanzania,No
uniqueid_4434-Tanzania,No
uniqueid_4435-Tanzania,No
uniqueid_4436-Tanzania,No
uniqueid_4437-Tanzania,No
uniqueid_4438-Tanzania,No
uniqueid_4439-Tanzania,No
uniqueid_4440-Tanzania,No
uniqueid_4441-Tanzania,No
uniqueid_4442-Tanzania,No
uniqueid_4443-Tanzania,No
uniqueid_4444-Tanzania,No
uniqueid_4445-Tanzania,No
uniqueid_4446-Tanzania,No
uniqueid_4447-Tanzania,No
uniqueid_4448-Tanzania,No
uniqueid_4449-Tanzania,No
uniqueid_4450-Tanzania,No
uniqueid_4451-Tanzania,No
uniqueid_4452-Tanzania,No
uniqueid_4453-Tanzania,No
uniqueid_4454-Tanzania,No
uniqueid_4455-Tanzania,No
uniqueid_4456-Tanzania,No
uniqueid_4457-Tanzania,No
uniqueid_4458-Tanzania,No
uniqueid_4459-Tanzania,No
uniqueid_4460-Tanzania,No
uniqueid_4461-Tanzania,No
uniqueid_4462-Tanzania,No
uniqueid_4463-Tanzania,No
uniqueid_4464-Tanzania,No
uniqueid_4465-Tanzania,No
uniqueid_4466-Tanzania,No
uniqueid_4467-Tanzania,No
uniqueid_4468-Tanzania,No
uniqueid_4469-Tanzania,No
uniqueid_4470-Tanzania,No
uniqueid_4471-Tanzania,No
uniqueid_4472-Tanzania,No
uniqueid_4473-Tanzania,No
uniqueid_4474-Tanzania,No
uniqueid_4475-Tanzania,No
uniqueid_4476-Tanzania,No
uniqueid_4477-Tanzania,Yes
uniqueid_4478-Tanzania,No
uniqueid_4479-Tanzania,No
uniqueid_4480-Tanzania,No
uniqueid_4481-Tanzania,No
uniqueid_4482-Tanzania,No
uniqueid_4483-Tanzania,No
uniqueid_4484-Tanzania,No
uniqueid_4485-Tanzania,No
uniqueid_4486-Tanzania,No
uniqueid_4487-Tanzania,No
uniqueid_4488-Tanzania,No
uniqueid_4489-Tanzania,No
uniqueid_4490-Tanzania,No
uniqueid_4491-Tanzania,No
uniqueid_4492-Tanzania,No
uniqueid_4493-Tanzania,No
uniqueid_4494-Tanzania,No
uniqueid_4495-Tanzania,No
uniqueid_4496-Tanzania,No
uniqueid_4497-Tanzania,No
uniqueid_4498-Tanzania,No
uniqueid_4499-Tanzania,No
uniqueid_4500-Tanzania,No
uniqueid_4501-Tanzania,No
uniqueid_4502-Tanzania,No
uniqueid_4503-Tanzania,No
uniqueid_4504-Tanzania,Yes
uniqueid_4505-Tanzania,No
uniqueid_4506-Tanzania,No
uniqueid_4507-Tanzania,No
uniqueid_4508-Tanzania,No
uniqueid_4509-Tanzania,No
uniqueid_4510-Tanzania,No
uniqueid_4511-Tanzania,No
uniqueid_4512-Tanzania,No
uniqueid_4513-Tanzania,No
uniqueid_4514-Tanzania,No
uniqueid_4515-Tanzania,No
uniqueid_4516-Tanzania,No
uniqueid_4517-Tanzania,No
uniqueid_4518-Tanzania,Yes
uniqueid_4519-Tanzania,No
uniqueid_4520-Tanzania,No
uniqueid_4521-Tanzania,No
uniqueid_4522-Tanzania,No
uniqueid_4523-Tanzania,No
uniqueid_4524-Tanzania,No
uniqueid_4525-Tanzania,No
uniqueid_4526-Tanzania,Yes
uniqueid_4527-Tanzania,No
uniqueid_4528-Tanzania,No
uniqueid_4529-Tanzania,No
uniqueid_4530-Tanzania,No
uniqueid_4531-Tanzania,No
uniqueid_4532-Tanzania,No
uniqueid_4533-Tanzania,No
uniqueid_4534-Tanzania,No
uniqueid_4535-Tanzania,No
uniqueid_4536-Tanzania,No
uniqueid_4537-Tanzania,No
uniqueid_4538-Tanzania,No
uniqueid_4539-Tanzania,No
uniqueid_4540-Tanzania,No
uniqueid_4541-Tanzania,No
uniqueid_4542-Tanzania,No
uniqueid_4543-Tanzania,No
uniqueid_4544-Tanzania,No
uniqueid_4545-Tanzania,No
uniqueid_4546-Tanzania,No
uniqueid_4547-Tanzania,No
uniqueid_4548-Tanzania,No
uniqueid_4549-Tanzania,No
uniqueid_4550-Tanzania,No
uniqueid_4551-Tanzania,No
uniqueid_4552-Tanzania,No
uniqueid_4553-Tanzania,No
uniqueid_4554-Tanzania,No
uniqueid_4555-Tanzania,No
uniqueid_4556-Tanzania,No
uniqueid_4557-Tanzania,No
uniqueid_4558-Tanzania,No
uniqueid_4559-Tanzania,No
uniqueid_4560-Tanzania,No
uniqueid_4561-Tanzania,No
uniqueid_4562-Tanzania,No
uniqueid_4563-Tanzania,No
uniqueid_4564-Tanzania,No
uniqueid_4565-Tanzania,No
uniqueid_4566-Tanzania,Yes
uniqueid_4567-Tanzania,No
uniqueid_4568-Tanzania,No
uniqueid_4569-Tanzania,No
uniqueid_4570-Tanzania,No
uniqueid_4571-Tanzania,No
uniqueid_4572-Tanzania,No
uniqueid_4573-Tanzania,No
uniqueid_4574-Tanzania,No
uniqueid_4575-Tanzania,Yes
uniqueid_4576-Tanzania,No
uniqueid_4577-Tanzania,No
uniqueid_4578-Tanzania,No
uniqueid_4579-Tanzania,No
uniqueid_4580-Tanzania,No
uniqueid_4581-Tanzania,Yes
uniqueid_4582-Tanzania,No
uniqueid_4583-Tanzania,No
uniqueid_4584-Tanzania,No
uniqueid_4585-Tanzania,No
uniqueid_4586-Tanzania,No
uniqueid_4587-Tanzania,No
uniqueid_4588-Tanzania,No
uniqueid_4589-Tanzania,No
uniqueid_4590-Tanzania,No
uniqueid_4591-Tanzania,No
uniqueid_4592-Tanzania,No
uniqueid_4593-Tanzania,Yes
uniqueid_4594-Tanzania,Yes
uniqueid_4595-Tanzania,No
uniqueid_4596-Tanzania,No
uniqueid_4597-Tanzania,No
uniqueid_4598-Tanzania,No
uniqueid_4599-Tanzania,No
uniqueid_4600-Tanzania,No
uniqueid_4601-Tanzania,No
uniqueid_4602-Tanzania,No
uniqueid_4603-Tanzania,No
uniqueid_4604-Tanzania,No
uniqueid_4605-Tanzania,No
uniqueid_4606-Tanzania,No
uniqueid_4607-Tanzania,No
uniqueid_4608-Tanzania,No
uniqueid_4609-Tanzania,No
uniqueid_4610-Tanzania,No
uniqueid_4611-Tanzania,No
uniqueid_4612-Tanzania,No
uniqueid_4613-Tanzania,No
uniqueid_4614-Tanzania,No
uniqueid_4615-Tanzania,No
uniqueid_4616-Tanzania,No
uniqueid_4617-Tanzania,No
uniqueid_4618-Tanzania,No
uniqueid_4619-Tanzania,Yes
uniqueid_4620-Tanzania,No
uniqueid_4621-Tanzania,No
uniqueid_4622-Tanzania,No
uniqueid_4623-Tanzania,No
uniqueid_4624-Tanzania,No
uniqueid_4625-Tanzania,No
uniqueid_4626-Tanzania,No
uniqueid_4627-Tanzania,No
uniqueid_4628-Tanzania,No
uniqueid_4629-Tanzania,No
uniqueid_4630-Tanzania,No
uniqueid_4631-Tanzania,No
uniqueid_4632-Tanzania,No
uniqueid_4633-Tanzania,No
uniqueid_4634-Tanzania,No
uniqueid_4635-Tanzania,No
uniqueid_4636-Tanzania,No
uniqueid_4637-Tanzania,Yes
uniqueid_4638-Tanzania,No
uniqueid_4639-Tanzania,No
uniqueid_4640-Tanzania,No
uniqueid_4641-Tanzania,No
uniqueid_4642-Tanzania,No
uniqueid_4643-Tanzania,No
uniqueid_4644-Tanzania,No
uniqueid_4645-Tanzania,No
uniqueid_4646-Tanzania,No
uniqueid_4647-Tanzania,No
uniqueid_4648-Tanzania,No
uniqueid_4649-Tanzania,No
uniqueid_4650-Tanzania,No
uniqueid_4651-Tanzania,No
uniqueid_4652-Tanzania,No
uniqueid_4653-Tanzania,No
uniqueid_4654-Tanzania,No
uniqueid_4655-Tanzania,No
uniqueid_4656-Tanzania,Yes
uniqueid_4657-Tanzania,No
uniqueid_4658-Tanzania,No
uniqueid_4659-Tanzania,No
uniqueid_4660-Tanzania,No
uniqueid_4661-Tanzania,Yes
uniqueid_4662-Tanzania,No
uniqueid_4663-Tanzania,No
uniqueid_4664-Tanzania,No
uniqueid_4665-Tanzania,No
uniqueid_4666-Tanzania,Yes
uniqueid_4667-Tanzania,No
uniqueid_4668-Tanzania,No
uniqueid_4669-Tanzania,No
uniqueid_4670-Tanzania,No
uniqueid_4671-Tanzania,No
uniqueid_4672-Tanzania,No
uniqueid_4673-Tanzania,No
uniqueid_4674-Tanzania,No
uniqueid_4675-Tanzania,No
uniqueid_4676-Tanzania,No
uniqueid_4677-Tanzania,No
uniqueid_4678-Tanzania,No
uniqueid_4679-Tanzania,No
uniqueid_4680-Tanzania,No
uniqueid_4681-Tanzania,No
uniqueid_4682-Tanzania,No
uniqueid_4683-Tanzania,No
uniqueid_4684-Tanzania,No
uniqueid_4685-Tanzania,No
uniqueid_4686-Tanzania,No
uniqueid_4687-Tanzania,No
uniqueid_4688-Tanzania,No
uniqueid_4689-Tanzania,No
uniqueid_4690-Tanzania,No
uniqueid_4691-Tanzania,No
uniqueid_4692-Tanzania,No
uniqueid_4693-Tanzania,No
uniqueid_4694-Tanzania,No
uniqueid_4695-Tanzania,No
uniqueid_4696-Tanzania,No
uniqueid_4697-Tanzania,No
uniqueid_4698-Tanzania,No
uniqueid_4699-Tanzania,No
uniqueid_4700-Tanzania,No
uniqueid_4701-Tanzania,No
uniqueid_4702-Tanzania,No
uniqueid_4703-Tanzania,No
uniqueid_4704-Tanzania,No
uniqueid_4705-Tanzania,No
uniqueid_4706-Tanzania,No
uniqueid_4707-Tanzania,No
uniqueid_4708-Tanzania,No
uniqueid_4709-Tanzania,No
uniqueid_4710-Tanzania,No
uniqueid_4711-Tanzania,No
uniqueid_4712-Tanzania,No
uniqueid_4713-Tanzania,No
uniqueid_4714-Tanzania,No
uniqueid_4715-Tanzania,No
uniqueid_4716-Tanzania,No
uniqueid_4717-Tanzania,No
uniqueid_4718-Tanzania,No
uniqueid_4719-Tanzania,No
uniqueid_4720-Tanzania,No
uniqueid_4721-Tanzania,No
uniqueid_4722-Tanzania,No
uniqueid_4723-Tanzania,Yes
uniqueid_4724-Tanzania,No
uniqueid_4725-Tanzania,No
uniqueid_4726-Tanzania,No
uniqueid_4727-Tanzania,No
uniqueid_4728-Tanzania,No
uniqueid_4729-Tanzania,No
uniqueid_4730-Tanzania,No
uniqueid_4731-Tanzania,No
uniqueid_4732-Tanzania,No
uniqueid_4733-Tanzania,No
uniqueid_4734-Tanzania,No
uniqueid_4735-Tanzania,No
uniqueid_4736-Tanzania,No
uniqueid_4737-Tanzania,No
uniqueid_4738-Tanzania,No
uniqueid_4739-Tanzania,No
uniqueid_4740-Tanzania,No
uniqueid_4741-Tanzania,No
uniqueid_4742-Tanzania,No
uniqueid_4743-Tanzania,No
uniqueid_4744-Tanzania,Yes
uniqueid_4745-Tanzania,No
uniqueid_4746-Tanzania,No
uniqueid_4747-Tanzania,No
uniqueid_4748-Tanzania,No
uniqueid_4749-Tanzania,No
uniqueid_4750-Tanzania,No
uniqueid_4751-Tanzania,No
uniqueid_4752-Tanzania,No
uniqueid_4753-Tanzania,No
uniqueid_4754-Tanzania,No
uniqueid_4755-Tanzania,No
uniqueid_4756-Tanzania,No
uniqueid_4757-Tanzania,No
uniqueid_4758-Tanzania,No
uniqueid_4759-Tanzania,No
uniqueid_4760-Tanzania,No
uniqueid_4761-Tanzania,No
uniqueid_4762-Tanzania,No
uniqueid_4763-Tanzania,No
uniqueid_4764-Tanzania,No
uniqueid_4765-Tanzania,No
uniqueid_4766-Tanzania,No
uniqueid_4767-Tanzania,No
uniqueid_4768-Tanzania,No
uniqueid_4769-Tanzania,No
uniqueid_4770-Tanzania,No
uniqueid_4771-Tanzania,No
uniqueid_4772-Tanzania,No
uniqueid_4773-Tanzania,No
uniqueid_4774-Tanzania,No
uniqueid_4775-Tanzania,No
uniqueid_4776-Tanzania,No
uniqueid_4777-Tanzania,No
uniqueid_4778-Tanzania,No
uniqueid_4779-Tanzania,No
uniqueid_4780-Tanzania,Yes
uniqueid_4781-Tanzania,No
uniqueid_4782-Tanzania,No
uniqueid_4783-Tanzania,No
uniqueid_4784-Tanzania,No
uniqueid_4785-Tanzania,No
uniqueid_4786-Tanzania,No
uniqueid_4787-Tanzania,No
uniqueid_4788-Tanzania,No
uniqueid_4789-Tanzania,No
uniqueid_4790-Tanzania,No
uniqueid_4791-Tanzania,No
uniqueid_4792-Tanzania,No
uniqueid_4793-Tanzania,No
uniqueid_4794-Tanzania,No
uniqueid_4795-Tanzania,No
uniqueid_4796-Tanzania,No
uniqueid_4797-Tanzania,No
uniqueid_4798-Tanzania,No
uniqueid_4799-Tanzania,No
uniqueid_4800-Tanzania,No
uniqueid_4801-Tanzania,No
uniqueid_4802-Tanzania,Yes
uniqueid_4803-Tanzania,No
uniqueid_4804-Tanzania,No
uniqueid_4805-Tanzania,No
uniqueid_4806-Tanzania,No
